Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Orbit Uncertainity,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Mean Anomaly,Mean Motion,Hazardous
0.1272198785,0.2844722965,6.1158343887,22017.003799315,13680.5099440799,5,4.6339999999999995,2458000.5,0.4255490832802685,1.4070113027129758,6.025981287138329,314.37391341340765,609.599786407648,0.8082589326784929,57.25746987539545,2.005763672747459,264.8375332988031,0.5905513880204395,True
0.1460679643,0.32661789739999997,18.1139850263,65210.3460948409,40519.1731054305,3,5.457000000000001,2458000.5,0.3516743045868617,1.10777595443772,28.41299637199041,136.7172416568082,425.86929420667883,0.7181996160227876,313.0919748302692,1.4973522928526517,173.7411119891742,0.8453297875598617,False
0.2315021222,0.5176544822,7.5907111617,27326.5601819679,16979.6617975122,0,4.5569999999999995,2458000.5,0.3482482617619956,1.458823814474811,4.237961002947923,259.4759789450263,643.580228077368,0.9507909568669541,248.41503811286069,1.966856672082667,292.8936537794408,0.5593708201314143,True
0.0088014652,0.0196806745,11.1738744976,40225.948191338,24994.8398636678,6,5.093,2458000.5,0.2165783078378784,1.255902889613577,7.905894348125122,57.17326613388248,514.0821403654488,0.9839015669723666,18.707700871720892,1.5279042122547868,68.74100661777578,0.7002771964497434,False
0.1272198785,0.2844722965,9.8408310539,35426.9917941048,22012.9549845092,1,5.154,2458000.5,0.2104479432284866,1.2256147366183272,16.79338165999116,84.62930679460825,495.59782094491095,0.9676866361064762,158.26359607132932,1.4835428371301767,135.1421326756292,0.7263954456329549,True
0.3195618867,0.7145621017,10.808843958499999,38911.83825064,24178.3030507935,1,4.724,2458000.5,0.5634410734978924,1.3235321799707758,17.92775064011703,178.9719507770034,556.1605558442809,0.5777997876790363,198.1459691510273,2.0692645722625156,354.23736834333124,0.6472950953048102,False
0.3195618867,0.7145621017,10.8088415879,38911.829716462,24178.297747987202,1,4.724,2458000.5,0.5634411100746358,1.3235321619639022,17.92774837902645,178.9719525667907,556.1605444942963,0.5777997314074783,198.14595985267582,2.069264592520325,354.237396160877,0.6472951085146458,False
0.38419789109999997,0.8590926012000001,24.421883994899996,87918.78238171991,54629.312308241504,0,4.921,2458000.5,0.4497627959965093,1.237474536298783,34.69512745281478,112.5629844130883,502.8087578997973,0.6809045288785588,288.37465111560454,1.794044543719008,186.7769322776995,0.7159779823718642,False
0.7320739893000001,1.6369672047,17.373783837,62545.6218132504,38863.417065016605,0,5.386,2458000.5,0.2381790104348694,1.1455508492660331,22.21521029077527,80.21113209162255,447.8370128477652,0.8727046815850249,353.4223941040977,1.4183970169470412,182.2364315309588,0.8038638827791039,False
0.1332155667,0.29787906280000004,12.899609721900001,46438.5949989635,28855.1369869948,0,6.622999999999999,2458000.5,0.5513888068330071,0.8761253667964827,2.059576978010798,2.613682368506762,299.5351607368495,0.3930396461624395,253.76593719653218,1.359211087430526,119.8613823033982,1.201862242530755,True
0.08801465210000001,0.1968067451,22.4213663146,80716.918732587,50154.3543091455,6,7.0329999999999995,2458000.5,0.4758194774081156,0.8138767249034949,23.18568668072357,117.11122404455358,268.18616502096,0.4266183269852852,220.94037075796882,1.201135122821705,5.556806412851552,1.342351123786957,False
0.0183888672,0.0411187571,17.2746114639,62188.6012700346,38641.5783835946,4,5.122000000000001,2458000.5,0.2048406780030454,1.2407893175947429,13.7442332087249,161.93351857442102,504.8303955012963,0.9866251925196996,13.92021256207252,1.494953442669786,46.68495944704712,0.7131107857372974,False
0.02658,0.0594346868,12.118509953399998,43626.635832294705,27107.894914794502,6,6.3839999999999995,2458000.5,0.326860711970322,0.930233744449396,8.333753551706272,20.491270865055448,327.70763611827164,0.626176880439848,128.46312989278,1.234290608458944,66.77697673554128,1.098540163006986,False
0.40230457979999995,0.8995803882,10.829926289500001,38987.734642195,24225.4621169794,0,4.862,2458000.5,0.1493579627014401,1.32292378805863,21.26523155355708,122.4368331936925,555.777121989752,1.1253345862649209,297.7298536948962,1.5205129898523382,15.231874547101482,0.6477416679390378,False
0.4619074603,1.0328564805,39.6053279147,142579.1804929074,88593.1580123846,0,3.242,2458000.5,0.8610933305709985,1.9827385842881269,10.02263604097735,163.20992341235618,1019.756809422007,0.2754156130918373,199.3714586963143,3.690061555484416,37.51725738061909,0.3530253455272793,False
0.0242412481,0.054205078600000005,25.211288583600002,90760.6389007836,56395.1314325452,6,6.89,2458000.5,0.4416943551013883,0.8375570081279065,19.76759210755226,243.61495094538398,279.9754763169043,0.4676128055622026,41.648322483570794,1.2075012106936103,96.60735473164922,1.285826904326849,False
0.2658,0.5943468684000001,3.0890039286,11120.4141428446,6909.7928878136,0,3.7880000000000003,2458000.5,0.3775493600967308,1.9581542595004091,5.660561156228657,112.1644170272148,1000.849506520639,1.2188543718553422,34.306918151673344,2.6974541471454763,82.35082442826075,0.3596944372301356,False
0.16770846220000002,0.3750075218,20.0192419349,72069.2709657714,44781.0422842595,1,6.468999999999999,2458000.5,0.4527922930841961,0.907864592986423,8.278695740027688,114.3798292883882,315.9585012447702,0.4967905021181501,7.392326563703367,1.318938683854696,36.16756328615697,1.1393901369379882,False
0.0921626549,0.2060819612,8.526320844299999,30694.755039371,19072.527096547,3,5.372000000000001,2458000.5,0.2597323195329087,1.1665199157109198,5.035044225594919,28.8520216092119,460.18945579396666,0.8635369922219897,271.61467440299566,1.46950283919985,179.6031185576674,0.7822865028032653,False
0.0766575574,0.1714115092,7.9195240447,28510.2865608238,17715.1833355297,4,6.519,2458000.5,0.1514158524079464,0.9137303163513598,5.860414922890068,177.85730233049068,319.02555917992333,0.7753770616300362,90.64125634459155,1.0520835710726841,203.9869515937405,1.12843623227369,False
0.0160160338,0.0358129403,4.6554785934,16759.7229360863,10413.840065481,5,6.36,2458000.5,0.1714328826365063,0.9391389588534732,11.94779476707688,229.06632175944569,332.42464404379973,0.7781396599409749,227.54997497970632,1.100138257765971,314.50942512876486,1.0829522011989192,False
0.20162991940000002,0.4508582062,2.1643728488,7791.7422557238,4841.485625507999,2,3.753,2458000.5,0.4074703521368719,1.9784713089016168,4.06169556322702,142.2597510835389,1016.466480875606,1.1723029079707772,38.660442177248775,2.784639709832457,15.11056876015708,0.3541680977909752,False
0.1214940408,0.2716689341,28.4189542612,102308.2353404514,63570.3587869599,1,6.152,2453548.5,0.8684189074961081,0.9067337425159876,4.035074270183857,342.78420823215384,315.36834077223364,0.1193090164503963,322.39049578391183,1.694158468581579,303.9792986106828,1.141522319959188,True
0.04411182,0.09863702810000001,10.551519772,37985.471179349,23602.694578079398,3,4.7669999999999995,2458000.5,0.3988200079942557,1.35791927755497,3.8543420689856567,341.218636234598,577.9754044222897,0.8163539004249429,237.1733163416558,1.8994846546849968,54.31490079465933,0.6228638749080249,False
0.04411182,0.09863702810000001,17.5649076525,63233.667549144695,39290.9419279672,1,6.297999999999999,2458000.5,0.3973810059711997,0.9403258403908948,11.6076647207195,195.3700872141465,333.0550192934602,0.5666582119956471,315.24187431961934,1.313993468786142,255.18774350846994,1.080902491016951,False
0.1460679643,0.32661789739999997,19.223165458,69203.3956488727,43000.2988130454,4,5.149,2458000.5,0.2494248827236086,1.1839934373888679,35.2402424959676,149.15655988933668,470.5679773704998,0.8886760131226273,55.21650962102304,1.479310861655108,141.0296511750646,0.7650329332047928,True
0.0106354281,0.0237815402,7.1641480595,25790.933014339502,16025.4827943822,7,5.874,2458000.5,0.3179061258474021,1.03436766129103,4.008314775490597,322.7144944711469,384.24730323634634,0.705535845388161,249.0178764867158,1.3631994771938991,92.63701924370052,0.9368966209206364,False
0.3669061375,0.8204270649,13.5763026447,48874.689520897,30368.8313859151,0,5.308,2458000.5,0.1902842554038815,1.189560559495507,5.883903317829793,251.5911063365942,473.8907826636587,0.96320591417408,211.4467739786354,1.415915204816935,154.0217068187274,0.7596687109559334,True
0.0802703167,0.1794898848,11.470298044100002,41293.0729588648,25657.909694912403,0,5.0889999999999995,2458000.5,0.4282526106821032,1.234937694057483,5.850410278034516,151.28924188853668,501.2634017981307,0.7060724025476296,292.6184516502227,1.763802985567337,178.69265583914384,0.7181852868344447,False
0.046190746,0.1032856481,11.9306425303,42950.3131091804,26687.6542760905,0,7.48,2455882.5,0.3864587856542614,0.7629744336180587,20.833767920256733,352.9223651783215,243.42400590879458,0.4681162605167759,351.1788107856062,1.057832606719342,203.652258647551,1.4789009763272232,False
0.0050647146,0.011325046100000001,9.874143161900001,35546.915382706204,22087.4708387709,6,5.349,2458000.5,0.2299595839786057,1.176188921427005,1.990548431564578,336.8735046974825,465.9228968858448,0.905713006375406,120.06234475517108,1.446664836478604,157.61020899110952,0.7726600311042521,False
0.15295193529999998,0.3420109247,15.938707162,57379.3457833544,35653.2940507738,6,4.468999999999999,2458000.5,0.4373989530511649,1.4424149051973159,24.56842188077443,151.73191371928718,632.7522951838971,0.8115041357986146,97.07781956847643,2.073325674596017,317.5623087461238,0.5689430172598158,False
0.0732073989,0.1636967205,11.7404134833,42265.4885399758,26262.130920853302,6,6.707999999999999,2458000.5,0.513906570440738,0.8653553647152513,6.812692898480357,64.12627502627186,294.0289970235248,0.4206435570219426,292.8831880645742,1.31006717240856,140.1980046848551,1.2243690372184508,False
0.046190746,0.1032856481,11.930611923599999,42950.2029249665,26687.5858119049,0,7.48,2456125.5,0.3864450668773289,0.7629535011587539,20.83340836762825,352.92092347111327,243.41398834872209,0.468113884379167,351.17797994980964,1.0577931179383409,203.03277320602368,1.478961839630405,False
0.050647145899999996,0.11325046109999999,3.8380167643000003,13816.8603514779,8585.2597000614,0,5.694,2458000.5,0.1755281002971447,1.085053919527081,1.4997079872431889,143.9720934468935,412.83395198138567,0.8945964663125213,2.1246471444812634,1.2755113727416398,343.2780837648182,0.8720213012330731,False
0.2914439045,0.6516883822,14.650607181700002,52742.1858542341,32771.9432048156,0,5.678999999999999,2458000.5,0.6596701710312648,1.039069958449247,1.6602806125302358,211.16614585454948,386.87049567965363,0.3536265012455829,111.2704877710451,1.7245134156529098,339.0708464948791,0.9305439520983694,True
0.1214940408,0.2716689341,7.514875356799999,27053.5512844418,16810.0246856022,0,4.988,2458000.5,0.1806949354384842,1.2987128538842359,2.883848267500705,42.7745945849694,540.5901587784003,1.064042018598494,283.6789058830172,1.5333836891699768,282.44792134735366,0.6659388709803942,False
0.2538370294,0.5675968529,14.382821186800001,51778.1562725826,32172.9327128167,0,5.55,2458000.5,0.6085291129034922,1.067729565398203,19.76609421451883,228.34830957826944,402.98634414321856,0.4179850401456034,179.90559309283643,1.7174740906508033,203.25447901247657,0.8933305190908865,False
0.2783267681,0.6223575734000001,16.5382492667,59537.697360040096,36994.4097846316,0,5.118,2458000.5,0.2001586683140727,1.225054256082759,23.766740963591968,157.1413506175398,495.2579002937377,0.9798490275727472,9.6180260171084,1.470259484592771,196.52438243800918,0.7268940077209951,True
0.0088014652,0.0196806745,7.3391408326,26420.906997386403,16416.9241284594,7,5.435,2458000.5,0.2216354711934581,1.1496224844841532,7.430785914533306,330.7831998198386,450.2267560674101,0.894825363440914,290.48364284262664,1.404419605527393,144.1965902347316,0.7995970811341543,False
